,overall,verified,reviewTime,reviewerID,asin,style,reviewerName,reviewText,summary,unixReviewTime,vote,image,unixTime,processedText,processedSummary
431,5,True,"01 11, 2014",A2KBQZJJRS5FKY,B00006L9LC,{'Size:': ' 439'},hector,"It works amazing, fantastic, never used something like this before I highly recommend this product I will keep using it",awesome products,1389398400,3,,2014-01-11,"['work', 'amazing', 'fantastic', 'never', 'used', 'something', 'like', 'highly', 'recommend', 'product', 'keep', 'using']","['awesome', 'product']"
3135,5,True,"11 14, 2013",A3H7T87S984REU,B0013NB7DW,{'Size:': ' 7 Ounce'},houserules18,The oder is the most important as people must like it so they do not want to become unfriendly to the person using it.,Does not burn when using,1384387200,,,2013-11-14,"['oder', 'important', 'people', 'must', 'like', 'want', 'become', 'unfriendly', 'person', 'using']","['burn', 'using']"
1,5,True,"11 14, 2013",A3H7T87S984REU,B0000530HU,"{'Size:': ' 7.0 oz', 'Flavor:': ' Classic Ice Blue'}",houserules18,Like the oder and the feel when I put it on my face.  I have tried other brands but the reviews from people I know they prefer the oder of this brand. Not hard on the face when dry.  Does not leave dry skin.,Good for the face,1384387200,,,2013-11-14,"['like', 'oder', 'feel', 'put', 'face', 'tried', 'brand', 'review', 'people', 'know', 'prefer', 'oder', 'brand', 'hard', 'face', 'dry', 'leave', 'dry', 'skin']","['good', 'face']"
829,5,True,"05 26, 2013",AZD3ON9ZMEGL6,B0009RF9DW,{'Size:': ' 124'},huangweixiong,"It smells good, suitable for my needs, the price is cheap, I am very satisfied. I would recommend this product to my family and close friends.",i love it,1369526400,,,2013-05-26,"['smell', 'good', 'suitable', 'need', 'price', 'cheap', 'satisfied', 'would', 'recommend', 'product', 'family', 'close', 'friend']",['love']
158,4,True,"03 24, 2016",A3KAX5RZ4XH9L7,B001IKJOLW,"{'Size:': ' 9 D(M) US', 'Color:': ' Cool Grey/Team Orange/White/Platinum'}",initialkl,"For the price I spent on the pair of shoes, I'd say it's as good as expected.
It's comfortable and doesn't hurt my feet when I run.",Pretty comfortable pair of running shoes,1458777600,,,2016-03-24,"['price', 'spent', 'pair', 'shoe', 'iwould', 'say', 'itis', 'good', 'expected', 'itis', 'comfortable', 'doesnnot', 'hurt', 'foot', 'run']","['pretty', 'comfortable', 'pair', 'running', 'shoe']"
147,5,True,"10 11, 2016",A2PUZMHH482FU7,B00006L9LC,{'Size:': ' 266'},inparadise,Love this stuff - i'm on my second order. Started to get thinning hair. now there's whisps where there wasn't any and hair feels thicker all over.,love this stuff,1476144000,,,2016-10-11,"['love', 'stuff', 'iam', 'second', 'order', 'started', 'get', 'thinning', 'hair', 'thereis', 'whisps', 'wasnnot', 'hair', 'feel', 'thicker']","['love', 'stuff']"
388,5,True,"02 1, 2017",A3BN0MRGRDKM0J,B001IKJOLW,"{'Size:': ' 6.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",j.morris,Perfect fit! Brand new in new box completely perfect condition and on sale!!! Awesome! Highly reccomend! Super cute shoes.,Super cute and on sale!!,1485907200,,,2017-02-01,"['perfect', 'fit', 'brand', 'new', 'new', 'box', 'completely', 'perfect', 'condition', 'sale', 'awesome', 'highly', 'reccomend', 'super', 'cute', 'shoe']","['super', 'cute', 'sale']"
74,5,True,"09 26, 2017",A3BN0MRGRDKM0J,B0014F8TIU,"{'Size:': ' One Size', 'Color:': ' Red/White/Blue'}",j.morris,Superrrr thigh high. Im 54 and it easily reaches 3/4 up my thigh!!,Great!!! Very high!,1506384000,,,2017-09-26,"['superrrr', 'thigh', 'high', 'im', 'easily', 'reach', 'thigh']","['great', 'high']"
393,5,True,"09 9, 2014",A2CA0MJP6O4ZZL,B00006L9LC,{'Size:': ' 3'},jack,The best hair product ever,I love it,1410220800,,,2014-09-09,"['best', 'hair', 'product', 'ever']",['love']
33,5,True,"04 13, 2017",A2NEJIX5NIH2ZZ,B000YFSR5G,"{'Size:': ' Medium', 'Color:': ' Charcoal Heather'}",jami,"Fit perfectly. I bought dark grey, and they didn't fade",Five Stars,1492041600,,,2017-04-13,"['fit', 'perfectly', 'bought', 'dark', 'grey', 'didnnot', 'fade']","['five', 'star']"
34,3,True,"04 13, 2017",A2NEJIX5NIH2ZZ,B000YFSR5G,"{'Size:': ' Medium', 'Color:': ' Black'}",jami,They fit great. But they fade bad,Three Stars,1492041600,,,2017-04-13,"['fit', 'great', 'fade', 'bad']","['three', 'star']"
623,5,True,"10 13, 2015",A1AFK6DIZFYQ2V,B0009RF9DW,{'Size:': ' 97'},jane,The BEST lavender projects are from Perelier. Love all of their products,Five Stars,1444694400,,,2015-10-13,"['best', 'lavender', 'project', 'perelier', 'love', 'product']","['five', 'star']"
707,5,True,"11 21, 2014",A3HJIA8KBPQXWU,B0009RF9DW,{'Size:': ' 123'},janice ocasio,This is the only perfume I use .I love it. I will recommend it.it will last all day,I love it. I will recommend it,1416528000,,,2014-11-21,"['perfume', 'use', 'love', 'recommend', 'last', 'day']","['love', 'recommend']"
648,5,True,"07 14, 2015",A1UDB6NF2GI5KF,B0009RF9DW,{'Size:': ' 22'},jc&#039;s princess pick&#039;s,too bad this  is discontinued,Five Stars,1436832000,,,2015-07-14,"['bad', 'discontinued']","['five', 'star']"
744,5,True,"06 10, 2014",A2L7E955AXRHRA,B0009RF9DW,{'Size:': ' 287'},jennie r.,"I was so disappointed when BedBathandBeyond discontinued this product, but I was thrilled to find it on Amazon.  It's my favorite fragrance for the summertime!",Favorite,1402358400,,,2014-06-10,"['disappointed', 'bedbathandbeyond', 'discontinued', 'product', 'thrilled', 'find', 'amazon', 'itis', 'favorite', 'fragrance', 'summertime']",['favorite']
725,5,True,"09 5, 2014",A3LM35KSFBVPOS,B0009RF9DW,{'Size:': ' 162'},jennifer castleman,love it...smells so good and was delivered fast....wrapped in bubble wrap and a nice big box....buy with confidance,mmmmmsmellls so good!  and it was bigger than i thought it was!,1409875200,,,2014-09-05,"['love', 'smell', 'good', 'delivered', 'fast', 'wrapped', 'bubble', 'wrap', 'nice', 'big', 'box', 'buy', 'confidance']","['mmmmmsmellls', 'good', 'bigger', 'thought']"
3141,5,True,"11 24, 2012",A2EM4MVIU5Z0KD,B0013NB7DW,{'Size:': ' 7 Ounce'},jennifer johnson,It was a gift to my step dad and he uses the stuff all the time. It is awesome to use.,Great Gift,1353715200,,,2012-11-24,"['gift', 'step', 'dad', 'us', 'stuff', 'time', 'awesome', 'use']","['great', 'gift']"
3127,5,True,"07 19, 2015",A2EM4MVIU5Z0KD,B0013NB7DW,{'Size:': ' 3 Ounce'},jennifer johnson,good,Five Stars,1437264000,,,2015-07-19,['good'],"['five', 'star']"
2231,5,False,"05 14, 2018",A2SH5YH74O245M,B0012Y0ZG2,{'Size:': ' Small'},jim russell,"Works perfect for any type of hair. Dry, greasy or any other. My whole family is happy with results",Perfect,1526256000,,,2018-05-14,"['work', 'perfect', 'type', 'hair', 'dry', 'greasy', 'whole', 'family', 'happy', 'result']",['perfect']
203,5,True,"01 29, 2018",A13JGYKUU10QKH,B001IKJOLW,"{'Size:': ' 6.5 B(M) US', 'Color:': ' Cool Grey/Pure Platinum/White/Volt'}",jled,"I ordered a 1/2 size smaller than my usual size, and they are perfect. These shoes are hard to find. Great customer service as well.",Good shoes,1517184000,,,2018-01-29,"['ordered', 'size', 'smaller', 'usual', 'size', 'perfect', 'shoe', 'hard', 'find', 'great', 'customer', 'service', 'well']","['good', 'shoe']"
2146,5,True,"02 9, 2015",A3B1B4E184FSUZ,B0042U16YI,,jobeck1,A+,Five Stars,1423440000,,,2015-02-09,[],"['five', 'star']"
49,5,True,"03 8, 2015",A3B1B4E184FSUZ,B000VL060M,,jobeck1,A+,Five Stars,1425772800,,,2015-03-08,[],"['five', 'star']"
10,5,False,"05 6, 2018",A3HIEBXDI9EQA6,B00006L9LC,{'Size:': ' Small'},john robbins,Outstanding! Top organic shampoo!,Five Stars,1525564800,,,2018-05-06,"['outstanding', 'top', 'organic', 'shampoo']","['five', 'star']"
695,5,False,"12 29, 2014",A27IT9W7WU080F,B0009RF9DW,{'Size:': ' 223'},johnny,I really like the shampoo and body wash. They both lather great with a very masculine yet fruity scent. 3 thumbs up!,amazing scent,1419811200,,,2014-12-29,"['really', 'like', 'shampoo', 'body', 'wash', 'lather', 'great', 'masculine', 'yet', 'fruity', 'scent', 'thumb']","['amazing', 'scent']"
61,5,True,"08 21, 2017",A37XI9VKWZWZKO,B00006L9LC,{'Size:': ' 352'},judith m dzyak,love it. will continue to use all products from herline,Five Stars,1503273600,,,2017-08-21,"['love', 'continue', 'use', 'product', 'herline']","['five', 'star']"
254,5,True,"09 18, 2017",A2W3B4YHP3HZ9R,B001IKJOLW,"{'Size:': ' 8.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",judy laurel,"Cute shoe, fit as expected, and very comfortable.",and very comfortable.,1505692800,,,2017-09-18,"['cute', 'shoe', 'fit', 'expected', 'comfortable']",['comfortable']
690,5,True,"01 24, 2015",A4UJH2NJW002Y,B0009RF9DW,{'Size:': ' Shower Gel 6.8 oz'},juju,Love this shower gel and it was a good value.,Five Stars,1422057600,,,2015-01-24,"['love', 'shower', 'gel', 'good', 'value']","['five', 'star']"
11,1,True,"05 5, 2018",A2YDF506DAA5W4,B00006L9LC,{'Size:': ' Small'},justdancing,"So watered down, I didn't feel like it was actually shampoo. I tried twice then threw it away.",I didn't feel like it was actually shampoo,1525478400,,,2018-05-05,"['watered', 'didnnot', 'feel', 'like', 'actually', 'shampoo', 'tried', 'twice', 'threw', 'away']","['didnnot', 'feel', 'like', 'actually', 'shampoo']"
55,5,True,"11 3, 2017",A3C46GBHLVSOEW,B00006L9LC,{'Size:': ' 33'},jv,I love this shampoo!!!!!!,Frizz be gone,1509667200,,,2017-11-03,"['love', 'shampoo']","['frizz', 'gone']"
1240,5,True,"05 16, 2018",A39LISAY8SNHM,B009MA34NY,"{'Size:': ' 10.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",k,Comfortable,Five Stars,1526428800,,,2018-05-16,['comfortable'],"['five', 'star']"
354,5,True,"03 15, 2015",A2S8GHD5ZLDS2Q,B00006L9LC,{'Size:': ' 364'},karen a davella,Started using this product from a high-end spa and was excited to be able to purchase on amazon for same price.,High end Spa quality products,1426377600,2,,2015-03-15,"['started', 'using', 'product', 'high', 'end', 'spa', 'excited', 'able', 'purchase', 'amazon', 'price']","['high', 'end', 'spa', 'quality', 'product']"
700,5,True,"12 15, 2014",A2H99IQJ0JT4MU,B0009RF9DW,{'Size:': ' 143'},karen stanley,Love it,Five Stars,1418601600,,,2014-12-15,['love'],"['five', 'star']"
849,5,True,"03 1, 2013",A2EBR70V6P9W0N,B0009RF9DW,{'Size:': ' 124'},karhill54,"This gel uses what feels like small seeds as the scrubbing particles. but there are too few of them to be of any real help as a body scrub. As a cranberry-scented, foaming body wash, it's out of this world heavenly! Just so luscious it makes me hungry just smelling it. It's also thick and makes a LOT of lather with only a minor amount of the gel on a bath sponge. At this price, if you like cranberry-scented B&B products, this will more than meet your standards.",As a scrub - 2 stars; as a scented body wash - TEN ********** !!!!,1362096000,2,,2013-03-01,"['gel', 'us', 'feel', 'like', 'small', 'seed', 'scrubbing', 'particle', 'real', 'help', 'body', 'scrub', 'cranberry', 'scented', 'foaming', 'body', 'wash', 'itis', 'world', 'heavenly', 'luscious', 'make', 'hungry', 'smelling', 'itis', 'also', 'thick', 'make', 'lot', 'lather', 'minor', 'amount', 'gel', 'bath', 'sponge', 'price', 'like', 'cranberry', 'scented', 'b', 'b', 'product', 'meet', 'standard']","['scrub', 'star', 'scented', 'body', 'wash', 'ten']"
186,5,True,"03 13, 2018",A2P6I9PGAVEW6E,B001IKJOLW,"{'Size:': ' 7.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",kathleen Malcomb,"The shoes fit perfectly and came within the time frame i was given.  Very comfortable, which is needed since my job requires a lot if standing abd walking throughout the day.",Great shoe!,1520899200,,,2018-03-13,"['shoe', 'fit', 'perfectly', 'came', 'within', 'time', 'frame', 'given', 'comfortable', 'needed', 'since', 'job', 'requires', 'lot', 'standing', 'abd', 'walking', 'throughout', 'day']","['great', 'shoe']"
596,5,True,"03 13, 2016",ASLE3QYFD5C70,B0009RF9DW,{'Size:': ' 24 oz.'},kathy leone,Love this!,Five Stars,1457827200,,,2016-03-13,['love'],"['five', 'star']"
775,5,True,"12 27, 2013",A3BKC8ZEVA23CK,B0009RF9DW,{'Size:': ' 275'},kayrunning,I absolutely love Clarins Eau Ensoleillante Moisturizing Body Lotion.  I wish they made this all year long.  Once you try it you will like it.  So light and moisturizing.,Best Body Lotion,1388102400,,,2013-12-27,"['absolutely', 'love', 'clarins', 'eau', 'ensoleillante', 'moisturizing', 'body', 'lotion', 'wish', 'made', 'year', 'long', 'try', 'like', 'light', 'moisturizing']","['best', 'body', 'lotion']"
182,5,True,"03 20, 2018",AJ74ZOS1UKOBA,B001IKJOLW,"{'Size:': ' 8 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",keith jones,Love these lightweight shoes! Absolute favorite. Always order half a size bigger with nike shoes than with every other shoe in my closet.,Perfect. Lightweight and comfortable all day,1521504000,,,2018-03-20,"['love', 'lightweight', 'shoe', 'absolute', 'favorite', 'always', 'order', 'half', 'size', 'bigger', 'nike', 'shoe', 'every', 'shoe', 'closet']","['perfect', 'lightweight', 'comfortable', 'day']"
714,5,False,"10 11, 2014",A3KALVNW1WOI19,B0009RF9DW,{'Size:': ' 129'},kelly,Great stuff!,Five Stars,1412985600,,,2014-10-11,"['great', 'stuff']","['five', 'star']"
57,5,True,"01 21, 2016",A1AHW6I678O6F2,B001769IVI,,kevin.,a must for washers,Five Stars,1453334400,,,2016-01-21,"['must', 'washer']","['five', 'star']"
52,5,True,"01 21, 2016",A1AHW6I678O6F2,B0015UGPWQ,{'Size Name:': ' 4 Inch'},kevin.,very nice product,Five Stars,1453334400,,,2016-01-21,"['nice', 'product']","['five', 'star']"
1,5,True,"02 8, 2016",A1AHW6I678O6F2,B00009W3PA,{'Size:': ' 6-Foot'},kevin.,good item,Five Stars,1454889600,,,2016-02-08,"['good', 'item']","['five', 'star']"
4953,5,True,"10 22, 2014",A1EGCED01USBA9,B00W259T7G,"{'Size:': ' 250 Gram', 'Color:': ' Lavender'}",khristina jackson,"First of all I enjoy the Smell of Lavender..! Lavender is very popular in France..I watch alot of french movies and the lavender is used in scenes relating to household topics. Yes this bar is big ..I wish manufacturers would learn that all bath soaps should be atleast a true 8.oz and.not these tiny 2,4,5.3 oz's. Can't wait to use this product..",Ooh..La..la..la,1413936000,,,2014-10-22,"['first', 'enjoy', 'smell', 'lavender', 'lavender', 'popular', 'france', 'watch', 'alot', 'french', 'movie', 'lavender', 'used', 'scene', 'relating', 'household', 'topic', 'yes', 'bar', 'big', 'wish', 'manufacturer', 'would', 'learn', 'bath', 'soap', 'atleast', 'true', 'tiny', 'ozis', 'wait', 'use', 'product']","['ooh', 'la', 'la', 'la']"
4952,5,False,"10 22, 2014",A1EGCED01USBA9,B00W259T7G,"{'Size:': ' 250 Gram', 'Color:': ' Milk'}",khristina jackson,Looking forward to using my soap. I enjoy soaps that have any association with milk especially. Brings memories of an old B/W film from 1938 in which film stars bathed in milk for It's moisturizing benefits. I haven't opened the plastic cover to sample the smell.,milk does a body good!,1413936000,,,2014-10-22,"['looking', 'forward', 'using', 'soap', 'enjoy', 'soap', 'association', 'milk', 'especially', 'brings', 'memory', 'old', 'b', 'w', 'film', 'film', 'star', 'bathed', 'milk', 'itis', 'moisturizing', 'benefit', 'havennot', 'opened', 'plastic', 'cover', 'sample', 'smell']","['milk', 'body', 'good']"
4948,5,True,"11 17, 2014",A1EGCED01USBA9,B00W259T7G,"{'Size:': ' 250 Gram', 'Color:': ' White Gardenia'}",khristina jackson,Very LARGE bar of soap and well worth the expense. Pre de Provence soaps are fantastic and smell intoxicating.,White gardenia,1416182400,,,2014-11-17,"['large', 'bar', 'soap', 'well', 'worth', 'expense', 'pre', 'de', 'provence', 'soap', 'fantastic', 'smell', 'intoxicating']","['white', 'gardenia']"
4946,4,True,"12 28, 2014",A1EGCED01USBA9,B00W259T7G,,khristina jackson,"Upon recieving this soap..I was confused in part to the picture on the site,was one of a dark pink solid bar. No rosy scent at all just smidgents of rose petals. Weleda has a stronger scented 3.5 bar if that's what you desire. Big bar..",not a rose in sight but HUGE bar,1419724800,,,2014-12-28,"['upon', 'recieving', 'soap', 'confused', 'part', 'picture', 'site', 'one', 'dark', 'pink', 'solid', 'bar', 'rosy', 'scent', 'smidgents', 'rose', 'petal', 'weleda', 'stronger', 'scented', 'bar', 'thatis', 'desire', 'big', 'bar']","['rose', 'sight', 'huge', 'bar']"
4945,5,True,"01 3, 2015",A1EGCED01USBA9,B00W259T7G,,khristina jackson,What more can I say concerning this brand. This is my 3rd purchase of this scent...,speechless ...,1420243200,,,2015-01-03,"['say', 'concerning', 'brand', 'purchase', 'scent']",['speechless']
4938,5,True,"03 5, 2015",A1EGCED01USBA9,B00W259T7G,"{'Size:': ' 150 Gram', 'Color:': ' Milk'}",khristina jackson,I purchased this same brand of soap at a 250mg size. I wanted to purchase this for travel reasons. Therefore I won't have to bring a larger size and risk it cracking or breaking apart in my suitcase. I have so many scents...That if I were to say of the dozen bars of each scent...Your head would spin! You can never go wrong with Pre De Provence...,Great travel size,1425513600,2,,2015-03-05,"['purchased', 'brand', 'soap', 'size', 'wanted', 'purchase', 'travel', 'reason', 'therefore', 'bring', 'larger', 'size', 'risk', 'cracking', 'breaking', 'apart', 'suitcase', 'many', 'scent', 'say', 'dozen', 'bar', 'scent', 'head', 'would', 'spin', 'never', 'go', 'wrong', 'pre', 'de', 'provence']","['great', 'travel', 'size']"
4931,5,True,"01 12, 2016",A1EGCED01USBA9,B00W259T7G,"{'Size:': ' 350 Gram', 'Color:': ' Olive Oil & Lavender'}",khristina jackson,"Wow now this is a bar of soap!! This bar is a VERY...very large 12.3 oz sized of soap. The scent is light and I have purchased many Pre De Provence bar soaps over the years. I'm certain that my hubby will enjoy this product due to the size,smell and the fact that many can use this Olive oil & Lavender bar.",Now that's a big bar of soap...,1452556800,2,,2016-01-12,"['wow', 'bar', 'soap', 'bar', 'large', 'oz', 'sized', 'soap', 'scent', 'light', 'purchased', 'many', 'pre', 'de', 'provence', 'bar', 'soap', 'year', 'iam', 'certain', 'hubby', 'enjoy', 'product', 'due', 'size', 'smell', 'fact', 'many', 'use', 'olive', 'oil', 'lavender', 'bar']","['thatis', 'big', 'bar', 'soap']"
4929,5,True,"04 21, 2016",A1EGCED01USBA9,B00W259T7G,"{'Size:': ' 150 Gram', 'Color:': ' Rose Petal'}",khristina jackson,This bar was bought for my friend who likes Rose scented bar soaps.. She like myself enjoys purchasing online than the retail hassle.. The bar is small and Pre De Provence is in my Top 5 of soaps that I have been buying from Amazon since 2013..,She like myself enjoys purchasing online than the retail hassle,1461196800,,,2016-04-21,"['bar', 'bought', 'friend', 'like', 'rose', 'scented', 'bar', 'soap', 'like', 'enjoys', 'purchasing', 'online', 'retail', 'hassle', 'bar', 'small', 'pre', 'de', 'provence', 'top', 'soap', 'buying', 'amazon', 'since']","['like', 'enjoys', 'purchasing', 'online', 'retail', 'hassle']"
778,5,False,"12 20, 2013",A1VY8FIKPTP6AZ,B0009RF9DW,{'Size:': ' 13.5 Fl.Oz.'},kim harris,"I brought the body lotion and showel gel and it just smells like the best egyptian musk I've ever smelled. I get compliments all the time! I went back to the store that I brought it from but they haven't gotten any more in. I got both items for the price of just the lotion on amazon. If I have to pay full price, then that is what I will have to do because if something smells good on your body, why not keep it smelling great!",Smells wonderfully good!,1387497600,4,,2013-12-20,"['brought', 'body', 'lotion', 'showel', 'gel', 'smell', 'like', 'best', 'egyptian', 'musk', 'ihave', 'ever', 'smelled', 'get', 'compliment', 'time', 'went', 'back', 'store', 'brought', 'havennot', 'gotten', 'got', 'item', 'price', 'lotion', 'amazon', 'pay', 'full', 'price', 'something', 'smell', 'good', 'body', 'keep', 'smelling', 'great']","['smell', 'wonderfully', 'good']"
755,5,True,"04 7, 2014",A2TY2IK21P4498,B0009RF9DW,{'Size:': ' 196'},kimmi,I GOT TO GET SOME MORE BECAUSE MY BATHS ARE BECOMING KINDA LAME WITHOUT THIS LIQUID SOAP SO FOR NOW I AM OKAY,THIS IS THE BEST,1396828800,,,2014-04-07,"['got', 'get', 'bath', 'becoming', 'kinda', 'lame', 'without', 'liquid', 'soap', 'okay']",['best']
139,5,True,"11 2, 2016",A1TYZNOET5SXZF,B00006L9LC,{'Size:': ' 98'},kimogata,makes hair smell really good,Five Stars,1478044800,,,2016-11-02,"['make', 'hair', 'smell', 'really', 'good']","['five', 'star']"
4756,4,False,"04 9, 2013",A15T9G38F589KM,B00DY59MB6,{'Size:': ' 16.9 Ounce'},knitting ninja,This does the job at least as far as the bad breath goes (as for the other claims I'll have to take their word for it).  The one thing I didn't like about it is the way it makes my mouth feel when I use it.  It's like rinsing with hydrogen peroxide and it makes my mouth feel dry.  I usually rinse or drink some water afterwards to re-moisten my mouth.,Does the job,1365465600,,,2013-04-09,"['job', 'least', 'far', 'bad', 'breath', 'go', 'claim', 'iwill', 'take', 'word', 'one', 'thing', 'didnnot', 'like', 'way', 'make', 'mouth', 'feel', 'use', 'itis', 'like', 'rinsing', 'hydrogen', 'peroxide', 'make', 'mouth', 'feel', 'dry', 'usually', 'rinse', 'drink', 'water', 'afterwards', 'moisten', 'mouth']",['job']
2164,4,False,"05 15, 2015",A15T9G38F589KM,B000VV1YOY,"{'Size:': ' 1 count', 'Color:': ' Millionails Treatment'}",knitting ninja,"Quick drying formula means I can put on a coat in the morning and still be out the door in no time.  I only use it without polish and it makes my nails shiny and strong.  So far, no splitting or peeling even though I've been working with chemicals this week, specifically water based paints and various household cleaning products.  The shine remained even after I peeled latex paint off my nails.  Impressive!",Big improvement,1431648000,14,,2015-05-15,"['quick', 'drying', 'formula', 'mean', 'put', 'coat', 'morning', 'still', 'door', 'time', 'use', 'without', 'polish', 'make', 'nail', 'shiny', 'strong', 'far', 'splitting', 'peeling', 'even', 'though', 'ihave', 'working', 'chemical', 'week', 'specifically', 'water', 'based', 'paint', 'various', 'household', 'cleaning', 'product', 'shine', 'remained', 'even', 'peeled', 'latex', 'paint', 'nail', 'impressive']","['big', 'improvement']"
4174,3,False,"09 10, 2017",A15T9G38F589KM,B001LNODUS,{'Color:': ' Shower Gel'},knitting ninja,"Smells good but doesn't contain any real lavender essential oil.  I also found it to be drying.  Soon as I dried off I could feel the skin on my legs tightening up.  Now, I use moisturizing creams, butters, lotions or oils everyday but I still don't want to use a drying body wash.  Why stress my skin unnecessarily?  For that reason, I wouldn't buy this again.","Just ""meh"" in my opinion",1505001600,,,2017-09-10,"['smell', 'good', 'doesnnot', 'contain', 'real', 'lavender', 'essential', 'oil', 'also', 'found', 'drying', 'soon', 'dried', 'could', 'feel', 'skin', 'leg', 'tightening', 'use', 'moisturizing', 'cream', 'butter', 'lotion', 'oil', 'everyday', 'still', 'donnot', 'want', 'use', 'drying', 'body', 'wash', 'stress', 'skin', 'unnecessarily', 'reason', 'wouldnnot', 'buy']","['meh', 'opinion']"
4838,4,True,"10 8, 2017",A15T9G38F589KM,B00W259T7G,"{'Size:': ' 250 Gram', 'Color:': ' Herbs of Provence'}",knitting ninja,"Love the scent of this very large bar.  It lathers well too but the dried botanicals can be too rough for sensitive skin.  When I lathered up with just bar in hand, I found it uncomfortably scratchy on my lower legs near my shins where there's not much fat or muscle.  When I used a wash cloth, nylon shower puff or a nylon soap bag I didn't notice any irritation.  So, for my sensitive skin, I would probably skip this bar.",Very exfoliating but can be a little rough,1507420800,,,2017-10-08,"['love', 'scent', 'large', 'bar', 'lather', 'well', 'dried', 'botanical', 'rough', 'sensitive', 'skin', 'lathered', 'bar', 'hand', 'found', 'uncomfortably', 'scratchy', 'lower', 'leg', 'near', 'shin', 'thereis', 'much', 'fat', 'muscle', 'used', 'wash', 'cloth', 'nylon', 'shower', 'puff', 'nylon', 'soap', 'bag', 'didnnot', 'notice', 'irritation', 'sensitive', 'skin', 'would', 'probably', 'skip', 'bar']","['exfoliating', 'little', 'rough']"
184,5,True,"03 19, 2018",A2QPBIA0HKEL96,B001IKJOLW,"{'Size:': ' 8.5 B(M) US', 'Color:': ' Hyper Jade/Mtlc Silver/Hyper Turq'}",kristin,Love the color!,Five Stars,1521417600,,,2018-03-19,"['love', 'color']","['five', 'star']"
379,5,True,"02 21, 2017",A3PRZ9ESGB2KPU,B001IKJOLW,"{'Size:': ' 9 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",kwa,love these shoes. use them to workout inside and to work,Five Stars,1487635200,,,2017-02-21,"['love', 'shoe', 'use', 'workout', 'inside', 'work']","['five', 'star']"
45,5,True,"03 8, 2016",A3E30OLSMGJEVK,B000YFSR5G,,ladybug,So comfortable and soft.,Hanes pants,1457395200,,,2016-03-08,"['comfortable', 'soft']","['hanes', 'pant']"
506,1,True,"03 6, 2018",A3JQUR31CLU4VK,B0009RF9DW,{'Size:': ' 8.5oz'},leeraz,Wow I was totally hyped to try this shower gel. According to the rate and review I thought this would be awesome. However I received the package all torn up and the bottle itself had no seal. Very disappointed,According to the rate and review I thought this would be awesome. However I received the package all torn up ...,1520294400,,,2018-03-06,"['wow', 'totally', 'hyped', 'try', 'shower', 'gel', 'according', 'rate', 'review', 'thought', 'would', 'awesome', 'however', 'received', 'package', 'torn', 'bottle', 'seal', 'disappointed']","['according', 'rate', 'review', 'thought', 'would', 'awesome', 'however', 'received', 'package', 'torn']"
388,5,True,"10 9, 2014",A3T1HGP5MN7OB6,B00006L9LC,{'Size:': ' 392'},lefeverb,Great Product. TOBS always has very pleasant and masculine scents!!,Very Pleased,1412812800,,,2014-10-09,"['great', 'product', 'tobs', 'always', 'pleasant', 'masculine', 'scent']",['pleased']
261,5,True,"09 4, 2017",A1NTI9B7VY30JM,B001IKJOLW,"{'Size:': ' 7.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",lezanaz,Love the fit,Five Stars,1504483200,,,2017-09-04,"['love', 'fit']","['five', 'star']"
120,5,False,"12 29, 2016",A2KPY1O5YG9B6I,B00006L9LC,{'Size:': ' 28'},lhasa lover,"I'm 63 with still nice hair but so much less than when I was younger, before menopause, so I bought both the shampoo and this conditioner to help strengthen and grow my hair possibly thicker again...the shampoo made my hair feel so stiff it was hard to push my fingers thru my scalp, I wasn't happy, but rinsed and put in this conditioner..........WOW..... my hair turned into silk.....my scalp felt cool like there is mint in the conditioner.....hope it works, I will stick it out because of the conditioner.....I also never understand when a company make the shampoo bottle larger than the conditioner bottle...we all use more conditioner than shampoo, ..i will update in a couple of months",great conditioner but please make a larger bottle,1482969600,3,,2016-12-29,"['iam', 'still', 'nice', 'hair', 'much', 'le', 'younger', 'menopause', 'bought', 'shampoo', 'conditioner', 'help', 'strengthen', 'grow', 'hair', 'possibly', 'thicker', 'shampoo', 'made', 'hair', 'feel', 'stiff', 'hard', 'push', 'finger', 'thru', 'scalp', 'wasnnot', 'happy', 'rinsed', 'put', 'conditioner', 'wow', 'hair', 'turned', 'silk', 'scalp', 'felt', 'cool', 'like', 'mint', 'conditioner', 'hope', 'work', 'stick', 'conditioner', 'also', 'never', 'understand', 'company', 'make', 'shampoo', 'bottle', 'larger', 'conditioner', 'bottle', 'use', 'conditioner', 'shampoo', 'update', 'couple', 'month']","['great', 'conditioner', 'please', 'make', 'larger', 'bottle']"
